cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa,gender_Female,gender_Male,branch_CE,branch_CSE,branch_ECE,branch_IT,branch_ME,total_skills,academic_score
7.87,63.7,70.4,1,4.6,75.3,2,2,2,3,5,2,1,8.9,10,1,2,2,0,1,1,12.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,70.93333333333334
8.66,81.3,83.3,0,4.1,85.0,8,2,5,4,4,4,5,6.9,4,0,1,2,1,0,1,16.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,83.73333333333333
7.44,68.9,65.3,2,1.3,74.3,5,1,4,5,4,2,3,6.6,5,0,2,1,1,1,1,14.11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13,69.53333333333333
9.27,91.7,83.8,0,6.4,82.2,7,4,4,1,5,4,2,7.9,8,0,2,0,1,1,1,19.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,89.39999999999999
9.72,84.5,73.7,0,2.8,73.1,8,4,5,4,5,5,1,9.0,9,0,0,0,1,1,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,85.13333333333333
7.94,77.3,68.9,0,4.7,78.9,6,2,5,3,5,4,2,7.5,5,0,1,2,1,0,1,14.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,75.2
9.64,86.3,81.1,0,3.8,75.1,5,4,4,4,5,2,3,6.5,5,0,0,1,1,2,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,87.93333333333332
8.31,75.8,79.5,0,0.8,58.0,7,2,5,2,4,6,2,7.8,2,0,2,0,1,0,1,17.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,79.46666666666668
7.61,68.6,72.6,0,4.7,73.2,2,1,1,4,3,0,1,5.1,10,1,0,2,0,2,1,13.92,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,72.43333333333334
8.74,87.3,84.6,0,1.6,63.7,8,3,5,5,4,4,4,7.1,6,0,0,2,1,1,1,16.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,86.43333333333332
9.11,77.5,70.2,0,4.7,79.5,7,3,5,3,5,5,2,9.0,5,0,1,0,1,1,1,18.78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13,79.6
8.91,81.6,81.1,0,3.0,71.8,7,3,5,4,5,5,4,7.2,5,0,1,0,1,0,1,19.57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14,83.93333333333332
7.71,75.2,71.1,0,3.6,71.7,7,2,4,3,4,3,3,7.1,4,0,2,1,1,1,1,13.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,74.46666666666667
7.81,80.4,60.9,0,5.4,70.1,4,2,2,1,4,2,3,7.0,1,0,2,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,73.13333333333334
5.79,50.0,50.0,1,1.5,61.9,4,0,4,5,2,4,6,6.5,7,1,1,2,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,52.63333333333333
9.93,94.4,100.0,0,10.0,87.2,4,3,3,3,5,2,1,7.4,1,0,0,1,1,1,1,15.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,97.89999999999999
7.03,62.0,67.0,1,2.3,77.1,5,1,4,1,3,5,2,7.9,10,0,1,2,1,1,1,12.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,66.43333333333334
8.12,77.7,71.3,0,5.4,75.1,3,3,2,5,4,1,1,6.6,3,1,1,2,1,0,1,14.09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,76.73333333333333
8.22,70.7,79.5,1,5.8,73.1,8,0,5,2,4,6,3,4.0,9,0,1,1,1,2,1,13.74,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,77.46666666666665
7.47,73.7,61.2,1,7.1,82.1,4,2,2,3,4,3,1,7.6,1,0,1,1,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,69.86666666666667
9.6,84.7,87.7,0,2.7,69.5,7,2,5,3,5,6,3,9.0,8,0,1,1,1,0,1,18.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,89.46666666666665
7.68,74.0,72.8,0,2.5,66.8,3,2,2,5,4,2,3,6.5,9,1,1,1,1,2,1,13.76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,74.53333333333335
8.99,80.7,73.8,1,6.2,86.0,7,3,5,1,5,4,5,5.2,9,0,1,1,1,1,1,16.28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,81.46666666666667
8.99,74.1,76.2,0,5.1,81.3,2,2,2,2,4,1,2,7.8,7,0,1,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,80.06666666666668
6.63,60.9,59.5,1,5.1,72.0,3,0,2,3,3,0,4,9.0,2,1,2,1,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,62.23333333333333
8.6,72.2,83.3,1,6.8,76.5,6,1,5,4,4,4,1,7.6,3,0,1,2,1,0,1,18.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,80.5
9.18,81.0,90.9,1,4.2,65.4,6,3,4,2,5,5,4,9.0,9,0,0,0,1,0,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,87.89999999999999
7.52,81.3,75.7,0,4.4,91.4,4,1,3,4,4,4,4,8.0,5,0,2,0,1,1,1,15.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,77.39999999999999
9.17,84.1,86.3,0,6.7,76.9,8,3,5,5,5,5,2,7.8,5,0,1,2,1,0,1,19.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15,87.36666666666666
7.45,67.4,67.3,1,4.4,73.3,5,2,3,3,3,3,5,6.4,7,0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9,69.73333333333333
8.27,68.2,88.6,2,2.0,63.7,3,2,3,1,4,3,2,7.3,10,0,1,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,79.83333333333333
7.44,57.5,68.2,2,2.2,60.3,8,2,5,3,4,5,2,7.0,8,0,1,1,1,1,1,14.76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,66.7
8.36,71.1,78.2,0,3.5,77.2,8,3,5,4,4,6,3,6.9,6,0,2,0,1,1,1,17.13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,77.63333333333334
9.78,85.1,94.0,0,4.7,76.5,7,3,5,2,4,6,1,6.7,5,0,1,2,1,0,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,92.3
9.62,81.9,82.0,0,5.9,76.4,3,3,3,5,5,3,1,7.3,1,0,1,0,1,2,1,18.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13,86.7
8.07,69.2,77.7,1,8.8,77.2,5,1,4,1,5,3,4,5.4,10,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,75.86666666666667
8.66,70.4,73.7,0,3.5,69.9,5,4,3,4,4,2,3,8.0,10,1,1,1,1,1,1,19.04,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11,76.9
8.08,70.8,77.6,0,1.2,66.1,5,4,3,1,4,3,4,5.9,10,0,2,2,1,2,1,18.16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,76.39999999999999
8.89,70.8,85.4,0,0.8,57.3,4,2,3,2,4,2,2,6.7,9,0,2,1,1,2,1,15.24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,81.7
8.41,76.4,79.0,0,3.6,75.5,6,2,4,5,3,3,3,7.4,6,0,0,0,1,1,1,15.69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,79.83333333333333
8.41,70.5,76.8,1,4.0,78.0,4,3,2,5,5,1,1,5.9,5,0,0,1,1,1,1,17.11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,77.13333333333334
9.01,80.0,88.5,0,5.2,78.0,5,3,3,5,5,2,3,4.6,10,1,1,0,1,0,1,15.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,86.2
9.83,90.4,81.0,0,8.9,81.9,5,4,3,3,5,2,2,6.5,7,0,1,0,1,1,1,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,89.89999999999999
10.0,84.5,87.5,0,5.2,72.4,8,3,5,4,5,5,3,5.3,7,1,1,0,0,0,1,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,90.66666666666667
10.0,83.8,85.7,0,4.2,75.0,5,3,3,1,5,3,3,7.9,3,0,1,1,1,0,1,17.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,89.83333333333333
8.41,76.9,74.8,0,6.0,83.7,6,1,5,2,4,5,3,5.6,10,1,1,0,1,0,1,12.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,78.6
7.83,65.6,69.8,0,0.8,60.0,8,2,5,3,4,4,4,8.8,7,1,2,1,1,1,1,15.82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,71.23333333333333
7.38,62.8,65.5,1,4.5,73.1,5,1,5,4,4,6,3,7.0,4,0,1,2,0,1,1,17.12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,67.36666666666667
6.17,52.8,68.2,0,0.7,58.7,3,2,2,5,3,3,2,7.1,10,0,0,2,1,2,1,11.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,60.9
8.57,83.1,74.5,0,6.8,78.7,7,2,5,1,4,5,4,4.6,10,0,1,0,1,1,1,19.67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,81.10000000000001
6.03,62.8,53.6,0,1.3,70.4,6,1,4,5,3,5,5,7.2,2,0,2,0,1,1,1,13.21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,58.900000000000006
10.0,85.1,99.7,0,6.0,77.8,8,3,5,3,5,5,4,6.9,6,0,1,1,1,0,1,18.51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,94.93333333333334
7.76,64.5,74.2,2,5.6,71.5,7,1,3,4,4,3,2,5.4,5,0,1,2,1,1,1,10.57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,72.1
9.99,82.3,91.9,0,6.9,73.8,5,4,4,1,5,5,4,7.1,8,0,1,0,1,1,1,17.97,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,91.36666666666667
7.84,73.5,78.0,0,2.2,65.5,7,2,5,4,4,5,3,6.5,8,0,2,2,1,1,1,19.13,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,76.63333333333334
9.15,85.3,77.4,0,3.9,79.1,7,1,4,2,5,4,1,6.7,1,0,1,1,1,1,1,15.44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,84.73333333333333
7.59,74.2,74.4,0,6.0,72.8,6,3,5,5,3,3,0,7.0,2,0,1,1,1,2,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,74.83333333333334
9.12,92.5,89.2,0,4.7,76.9,8,0,5,2,5,6,5,6.4,4,0,2,2,1,1,1,15.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,90.96666666666665
8.51,76.0,84.6,0,5.0,78.6,8,1,5,4,3,6,1,7.3,1,0,2,2,0,0,1,17.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,81.89999999999999
10.0,83.3,93.0,0,5.5,69.9,8,4,5,3,5,6,1,6.9,3,0,1,2,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,92.10000000000001
7.11,68.7,62.0,1,3.3,65.1,2,2,1,1,4,0,1,7.6,4,0,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,67.26666666666667
6.53,54.1,64.7,1,2.1,63.6,5,1,4,1,3,5,6,6.4,10,0,1,1,1,0,1,13.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,61.366666666666674
7.08,56.7,57.5,0,2.4,70.1,4,1,3,3,3,4,1,5.7,5,0,0,1,1,1,1,13.43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9,61.666666666666664
6.3,64.1,60.5,2,3.8,61.5,6,1,4,4,4,5,5,6.1,5,0,2,1,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,62.53333333333333
7.18,52.5,67.1,1,2.5,73.8,3,0,3,4,4,3,2,8.7,10,0,1,1,1,0,1,8.56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11,63.79999999999999
7.32,71.3,67.5,0,3.4,65.2,4,1,2,1,4,2,2,8.1,7,0,2,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7,70.66666666666667
8.3,76.7,74.4,0,4.0,69.3,7,1,5,4,4,4,4,8.5,8,0,0,0,1,0,1,13.03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,78.03333333333335
8.78,76.5,87.1,0,7.0,70.1,5,1,3,1,4,3,3,8.5,9,1,1,1,1,2,1,11.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8,83.8
6.71,63.2,63.3,0,1.8,62.3,1,2,1,1,3,1,1,6.4,2,0,0,2,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,64.53333333333333
9.61,89.0,91.1,0,2.5,75.6,4,3,3,2,5,4,1,7.4,1,0,1,2,1,1,1,17.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,92.06666666666666
8.93,76.5,80.9,1,3.9,66.7,7,2,5,1,4,6,4,7.1,6,0,1,1,1,2,1,16.51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,82.23333333333333
9.26,81.2,89.2,0,1.9,73.0,5,2,4,1,5,4,5,7.8,1,0,1,1,1,2,1,12.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,87.66666666666667
8.94,93.7,78.8,2,0.0,51.8,4,3,3,3,5,3,2,6.7,6,0,0,0,1,1,1,17.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,87.3
7.17,68.6,58.8,0,2.8,63.8,3,1,2,5,3,2,3,7.1,7,0,0,2,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,66.36666666666666
7.52,78.5,65.2,1,3.5,70.5,1,1,1,2,4,3,0,7.1,10,1,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7,72.96666666666665
8.64,76.7,74.8,2,4.4,74.7,7,2,5,4,4,5,1,7.6,10,0,0,2,1,0,1,17.84,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,79.3
9.21,79.3,71.6,0,2.1,68.1,6,4,5,4,5,3,3,7.8,10,0,1,2,1,1,1,18.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14,81.0
8.98,82.9,80.9,0,7.3,74.6,4,3,3,4,5,3,6,7.1,2,1,1,0,0,1,1,17.69,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,84.53333333333335
8.56,74.3,70.3,0,5.6,84.4,3,1,2,2,5,3,2,7.1,7,0,1,1,1,2,1,15.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,76.73333333333333
7.48,68.0,65.9,0,1.8,64.6,5,2,4,2,3,2,7,7.3,4,0,1,2,1,0,1,14.51,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,69.56666666666668
6.82,56.8,61.6,0,2.8,72.9,8,1,5,5,4,5,5,9.0,9,0,0,0,1,1,1,14.94,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14,62.20000000000001
9.21,82.3,79.6,0,2.6,64.1,6,4,5,3,5,4,2,4.9,6,0,0,1,1,2,1,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13,84.66666666666667
7.72,63.1,70.3,0,1.9,67.4,3,1,3,5,3,3,4,5.8,4,0,0,2,1,2,1,10.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,70.2
9.06,80.5,80.7,0,6.3,77.0,6,4,5,3,5,6,3,7.8,1,0,2,1,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,83.93333333333334
9.67,89.4,82.0,0,1.9,70.9,6,4,3,3,4,2,2,7.3,8,1,1,2,1,1,1,18.42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,89.36666666666667
8.01,73.5,68.5,0,4.2,75.5,6,3,4,5,4,4,1,7.3,7,0,0,2,1,1,1,14.87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13,74.03333333333333
8.49,79.1,79.8,0,3.0,70.5,4,1,2,3,3,3,0,7.8,3,0,0,2,1,1,1,14.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8,81.26666666666667
7.91,67.5,73.5,0,3.6,71.0,6,2,5,3,4,6,4,7.3,5,0,2,0,1,1,1,17.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,73.36666666666666
7.16,63.4,76.9,2,6.1,69.9,5,2,2,3,4,4,1,6.3,10,0,1,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,70.63333333333334
8.79,73.5,75.6,0,4.6,81.3,5,3,4,4,4,4,1,7.8,7,0,1,0,1,1,1,18.61,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,79.0
6.37,60.7,56.3,0,4.7,85.5,4,0,3,2,3,4,1,7.0,9,1,1,2,1,1,1,10.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,60.23333333333333
9.74,98.7,84.1,0,4.6,75.1,7,2,5,3,5,6,6,6.5,9,0,0,2,1,1,1,18.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,93.40000000000002
6.31,56.0,51.5,3,5.0,71.5,6,3,4,3,3,4,2,7.8,10,0,2,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,56.86666666666667
7.63,66.0,65.0,0,1.9,64.4,6,2,4,1,4,3,5,7.8,10,0,1,1,1,1,1,12.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,69.10000000000001
7.91,59.4,66.9,0,2.6,74.1,8,0,5,2,4,6,5,7.3,1,0,1,0,1,1,1,17.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,68.46666666666667
9.55,82.7,86.8,0,4.7,72.3,7,4,4,2,4,6,3,9.0,9,0,2,2,1,1,1,17.79,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,88.33333333333333
7.53,71.6,64.7,0,2.6,75.4,7,1,5,5,3,4,2,8.6,6,0,1,2,1,1,1,16.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13,70.53333333333335
6.74,62.3,58.2,0,3.3,72.0,7,1,5,3,3,6,1,8.2,6,0,0,2,1,2,1,16.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,62.63333333333333
7.19,69.4,61.6,0,4.5,68.6,8,1,5,2,3,5,3,9.0,7,0,1,2,1,0,1,15.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,67.63333333333334
6.44,66.6,54.7,0,6.2,83.6,5,0,3,1,3,3,4,6.8,9,0,0,2,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,61.9
9.43,82.8,83.8,0,5.7,81.1,4,3,3,2,5,3,5,6.4,7,0,0,2,1,1,1,15.53,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,86.96666666666665
10.0,85.2,100.0,0,7.2,78.2,7,4,4,3,5,4,0,8.0,7,0,1,1,0,1,1,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,95.06666666666666
9.78,91.7,90.1,0,4.3,74.1,4,4,3,5,5,4,3,6.7,3,0,0,1,1,1,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,93.2
8.26,74.7,77.5,0,4.2,66.4,8,4,5,5,5,4,5,7.0,10,0,2,2,1,1,1,18.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15,78.26666666666667
7.87,65.6,61.1,0,2.7,68.3,1,3,1,4,3,1,3,5.8,10,0,2,1,0,2,1,11.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,68.46666666666665
7.94,65.1,71.4,1,5.1,78.3,5,2,3,5,4,3,2,7.7,4,0,0,1,0,2,1,16.28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,71.96666666666667
8.02,76.5,68.6,1,6.5,76.4,5,3,4,1,5,5,0,5.2,8,0,1,0,1,0,1,19.52,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,75.1
8.66,78.9,79.6,2,2.9,72.6,7,4,5,5,4,6,3,6.9,7,0,2,0,1,0,1,18.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14,81.7
6.64,53.3,64.4,1,4.9,73.9,1,2,1,4,3,0,1,7.0,9,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8,61.36666666666667
9.03,82.1,81.6,0,6.2,76.1,8,2,5,2,4,5,2,6.5,10,0,1,0,1,0,1,17.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,84.66666666666667
8.03,66.7,71.5,0,2.3,76.3,6,4,4,4,4,4,3,4.9,5,0,1,0,1,2,1,17.11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,72.83333333333333
9.16,85.8,82.0,0,5.1,80.4,4,4,3,2,4,2,5,4.9,5,1,1,1,1,1,1,16.27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,86.46666666666665
8.83,84.2,78.0,0,5.2,63.5,5,2,4,4,5,5,6,6.1,2,0,1,0,0,0,1,16.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,83.5
6.79,66.0,50.6,1,0.0,66.5,3,0,2,1,4,2,2,7.6,2,0,2,2,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,61.5
8.84,81.3,78.3,0,2.9,69.1,6,3,4,5,4,6,3,7.3,9,0,1,1,1,0,1,19.38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,82.66666666666667
9.48,86.5,80.2,0,1.8,67.2,8,3,5,1,4,5,5,7.0,8,0,2,1,1,2,1,18.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,87.16666666666667
8.75,78.1,67.0,0,3.0,66.9,6,1,5,1,4,4,4,5.9,10,0,0,0,1,0,1,15.68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,77.53333333333333
6.81,57.0,62.3,0,3.2,64.8,6,0,4,5,4,4,4,7.4,9,0,2,1,0,1,1,12.61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,62.46666666666666
9.28,89.5,75.4,0,3.9,79.1,6,3,4,1,5,3,2,4.8,3,0,1,1,1,1,1,18.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,85.89999999999999
8.75,82.0,79.2,0,5.8,76.1,8,3,5,3,5,6,3,4.1,10,0,1,2,1,1,1,18.64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,82.89999999999999
6.64,55.7,56.1,0,6.4,77.1,5,0,3,1,3,3,4,6.7,10,0,1,2,1,1,1,12.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7,59.4
8.01,64.2,65.5,0,4.3,65.7,6,2,4,4,4,5,1,6.3,9,0,0,0,1,0,1,18.77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,69.93333333333332
9.9,86.4,92.7,0,6.6,83.0,4,4,4,1,5,3,4,8.2,1,0,0,1,1,0,1,18.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,92.7
8.61,84.2,80.4,0,5.7,72.1,6,2,4,5,3,4,4,7.2,5,0,0,0,1,0,1,17.67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,83.56666666666668
9.08,84.2,84.2,0,3.8,66.2,5,4,4,3,5,3,3,9.0,4,0,0,2,1,0,1,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12,86.39999999999999
8.09,74.0,70.4,0,6.9,85.6,2,0,2,5,3,1,3,6.3,8,0,1,2,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,75.10000000000001
8.76,85.5,73.5,0,4.1,58.8,6,2,4,2,5,4,1,7.6,5,0,1,1,1,1,1,17.76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,82.2
9.52,75.4,82.7,0,4.5,67.1,8,4,5,5,5,5,3,6.7,9,0,1,1,1,1,1,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15,84.43333333333334
8.92,79.9,79.5,0,2.1,69.8,8,2,5,1,5,4,2,8.7,1,0,0,2,1,2,1,17.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,82.86666666666667
8.22,80.1,67.1,0,4.7,79.6,5,3,2,2,4,2,1,6.8,8,0,2,2,0,0,1,15.11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,76.46666666666665
8.64,72.7,79.7,0,4.8,67.5,7,3,5,5,4,6,4,8.0,6,0,1,1,1,1,1,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14,79.60000000000001
8.58,72.8,84.7,0,5.7,84.0,5,1,4,3,4,5,2,5.7,4,1,2,2,1,2,1,15.33,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,81.10000000000001
7.73,68.5,67.7,0,3.5,74.1,7,2,5,2,4,4,6,6.5,2,0,1,1,1,0,1,14.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,71.16666666666667
7.91,68.5,71.1,0,2.5,63.4,4,3,3,4,4,3,1,6.9,4,0,0,1,1,1,1,15.11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,72.89999999999999
8.39,73.6,84.9,2,4.8,78.0,5,2,4,2,3,3,3,8.5,5,0,1,2,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,80.8
6.62,60.4,63.0,0,5.5,77.7,3,0,1,2,4,0,3,4.4,3,0,1,1,1,0,1,5.85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,63.20000000000001
9.31,81.0,85.2,0,3.3,68.5,8,2,5,1,5,5,3,6.6,10,0,0,2,1,2,1,18.24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11,86.43333333333334
7.52,66.0,64.8,2,2.3,69.9,3,3,2,5,4,1,1,6.6,7,0,0,0,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,68.66666666666667
6.93,58.2,67.5,0,3.2,66.5,6,1,4,2,4,2,3,4.5,6,0,0,1,1,0,1,11.56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,65.0
10.0,89.0,90.3,0,7.2,85.5,4,4,3,2,5,4,4,6.4,1,0,0,0,1,1,1,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10,93.10000000000001
8.08,73.7,74.0,0,2.1,63.5,8,3,5,2,3,5,6,5.2,8,0,1,1,1,1,1,14.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,76.16666666666667
8.8,79.8,66.0,1,2.0,68.4,8,4,5,5,4,5,6,4.2,10,1,1,1,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14,77.93333333333334
7.62,65.5,73.8,0,7.7,79.8,4,1,3,3,4,4,4,6.7,10,1,0,2,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,71.83333333333333
9.52,81.9,86.4,0,3.7,69.9,7,3,5,5,4,6,1,6.6,4,0,1,1,1,2,1,19.18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14,87.83333333333333
